"site","latitude","longitude","SampleID","date","year","doy","temp_str","spcond","DOC_uM","TDN_uM","Cl_uM","F_uM","NO3_uM","SO4_uM","NH4_uM","TDP_uM","Na_uM","K_uM","Mg_uM","Ca_uM","Br_uM","lat","lon","pH","SRP_uM","SUVA","CO2_uM","CH4_uM","NO2_uM","DON_uM","oxalate_uM","Lt_uM","DOCDON","DOCTDN","DOCDIN","project","ecoregion","type.x","Area_km2","SLOPE_MIN","SLOPE_MAX","SLOPE_MEAN","SLOPE_STD","GRIDCODE","Aspect_Azm","Aspect_Cls","aspect_lin","aspect_lin2","cburntot","fireyear_rct","pctburn_rct","areaburn_rct","fireyear_lg","pctburn_lg","areaburn_lg","Quartzite.and.pelitic.schist","Pelitic.and.quartzitic.schist.of.the.Ruby.terrane","Unconsolidated.surficial.deposits..undivided","Quartz.monzonite..monzonite..and.syenite","Wickersham.and.Neruokpuk.units","Mafic.schist.and.amphibolite","Flysch.and.quartzite..Kandik.Group.and.equivalents","Eclogite.and.associated.rocks","Water","Pelitic.schist..including.Chena.River.sequence","Metagraywacke.and.phyllite","Andesite.and.basalt.flows","Poorly.consolidated.surficial.deposits","Felsic.granitic.rocks","Globe.quartzite.of.Weber.and.others..1992.","Igneous.rocks","Totatlanika.Schist","Mafic.igneous.rocks..central.and.northeast.Alaska","Older.carbonate.strata","Chert.of.Interior.Alaska","Quartz.mica.schist.of.the.Brooks.Range","Keevy.Peak.Formation.and.similar.rocks","Gneiss..schist..and.quartzite","schistTot","lat_new","long_new","type.y","orgsoil_extent","PADR_p25","PADR_p50","PADR_p75","TPI_p25","TPI_p50","TPI_p75","Pf_Prob_1m_mean_x","NDVI_p50__linear_trend__attr_.slope.","NDVI_p50__linear_trend__attr_.stderr.","NDVI_p50__sum_values","NDVI_p50__mean_abs_change","NDVI_p50__mean_change","NDVI_p50__mean_second_derivative_central","NDVI_p50__median","NDVI_p50__mean","NDVI_p50__standard_deviation","NDVI_p50__variation_coefficient","NDVI_p50__variance","NDVI_p50__root_mean_square","NDVI_p50__absolute_sum_of_changes","NDVI_p50__maximum","NDVI_p50__minimum","NDVI_p25","NDVI_p50","NDVI_p75","ObservedFraction","yrsincelg","yrsincerct","schist2","schist3"
"Pioneer",NA,NA,NA,"2019-07-02",2019,183,14,352,321.79166665,13.625,10.2657038896567,6.23486682808717,1.82142857142857,574.00953840913,2.03571428571429,0.2505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.76785714285714,NA,NA,32.9439366223035,23.6177370018349,83.4274691314814,"Burn_Streams","Interior","ppt_gw",56.02766765,0.025731029,39.70580292,13.23487481,6.708323831,62,191.391490743,"180 SO",0.694953647113252,1.63155534677139,4.86,2010,4.07,2.279719547,2010,4.07,2.279719547,0,0,46.39,0,0,0,15.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.16942452,-150.217,"ppt_gw",0.04,-0.941012363,-0.761821083,-0.683367589,-38.99591628,-3.034358474,32.98381763,28.13,-0.000939719,0.001259235,6.622939598,0.052621465,-0.000428477,-0.001159849,0.254378586,0.254728446,0.046800968,0.183728864,0.002190331,0.258992108,1.315536632,0.353540473,0.149417627,0.215823576,0.24706017,0.291997224,1,9,9,0,0
"Poker",NA,NA,NA,NA,2019,NA,NA,124.411112121212,208.703703703704,25.8944444444444,5.6384509068344,3.95304768923044,20.9833333333334,94.463470913791,0.914433333333333,0.08525,64.1505,22.5811,159.046933333333,365.002933333333,0.0250300360432519,NA,NA,NA,NA,NA,NA,NA,NA,3.99667777777767,NA,NA,52.219296953119,8.05978688407354,9.53082142488062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poker_PJ",NA,NA,NA,"0019-07-25",2019,206,8.9,121.8,189.3333333,23.11684286,5.82837371543546,5.26371196968102,17.5761904761905,98.9235223982286,2,0.2295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5406523838095,NA,NA,53.4741377509335,8.19027643379499,9.67161274458768,"Burn_Streams","Interior","ppt_gw",61.80866334,0.051719263,31.88703537,11.54780238,4.778428947,64,204.492273212,"225 SW",0.433259326645929,1.93839963922202,33.12,2016,0.15,0.094662179,2004,32.97,20.37575143,23.04,0,66.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.04,65.15326833,-147.485,"ppt_gw",0.05,-1.01352575,-0.775616719,-0.681156229,-35.48910395,5.475488292,37.51082599,36.89,-0.001549297,0.000859534,6.487327809,0.036602075,-0.002025024,-0.001427476,0.221214288,0.231690279,0.037549858,0.162069197,0.001409992,0.234713394,0.988256019,0.317382366,0.168946531,0.217779496,0.247071561,0.299819561,1,15,3,23.04,23.04
"Pool",NA,NA,NA,"2019-07-10",2019,191,NA,NA,166.2916667,16.336264285,5.18573886554029,3.96883882513949,14.7607142857143,985.414182705956,1.28571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.289835713571406,NA,NA,573.744569469804,10.1792958168955,10.3631575063432,"Burn_Streams","Interior","ppt_gw",42.26135377,0.102533057,41.22977448,13.9200728,6.020353492,65,282.250189549,"270 WE",0.198195885457994,0.577619968332811,71.37,2004,71.08,30.03769058,2004,71.08,30.03769058,99.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.49,65.27851834,-146.319,"ppt_gw",0.07,-1.114019062,-0.877844985,-0.730098854,-47.00015278,-3.001869768,40.97110731,43.35,-0.000151269,0.00146111,4.657337652,0.044651392,-0.000254635,-0.003505489,0.192399514,0.194055736,0.04745078,0.2445214,0.002251577,0.199772884,1.026982022,0.278321016,0.08692607,0.22557437,0.258751249,0.291997189,1,15,15,99.49,99.49
"Ptarmigan_E_Creek",NA,NA,NA,"2019-07-03",2019,184,9.4,126.8,146.29166665,8.85,2.03085775533805,1.54489946310138,4.46428571428571,206.446942599216,0.192857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.19285714285715,NA,NA,34.8906871056218,16.5301318248588,31.412321059816,"Burn_Streams","Interior","ppt_gw",49.46307892,0.098323248,41.65371323,13.79265669,5.948042823,67,185.415144974,"180 SO",0.546777183597004,1.83624382899925,0,1940,0,0,1940,0,0,91.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.49,65.44070405,-145.522,"ppt_gw",0.08,-0.949256122,-0.776998047,-0.675555901,-43.00638575,-0.977586493,42.99247843,46.36,-0.000105082,0.000750151,6.272531759,0.0283937,-0.002772568,0.002096127,0.246094003,0.241251222,0.02757359,0.114294094,0.000760303,0.242821858,0.709842504,0.314443894,0.19628181,0.231483504,0.2626726,0.293938218,1,79,79,91.49,91.49
"Ptarmigan_W_Creek",NA,NA,NA,"2019-07-03",2019,184,7.7,147,191.875,15.63214286,7.93162778890362,3.86619644173071,13.3642857142857,224.161698745245,1.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12500000285716,NA,NA,170.555555122396,12.2743888485676,13.226243229936,"Burn_Streams","Interior","ppt_gw",20.80375753,0.120495752,32.2838974,13.8225672,5.396606948,68,172.720481645,"180 SO",0.610082731945901,1.75921390118705,103.36,2004,100,20.80375753,2004,100,20.80375753,89.2,0,0,0,0,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.2,65.23977487,-146.826,"ppt_gw",0.05,-0.957333312,-0.777235846,-0.668126158,-47.52322072,0.489170198,44.53301967,31.13,-0.001280664,0.001256403,5.533548584,0.037242847,-0.003068913,-0.001988474,0.194332813,0.19081202,0.055662035,0.291711368,0.003098262,0.198764909,1.042799708,0.290036133,0.045872877,0.227566705,0.256795245,0.290036196,1,15,15,89.2,89.2
"Rosa",NA,NA,NA,"2019-07-08",2019,189,NA,NA,1247.0833335,54.060714285,73.0445942515443,12.2828718812507,24.6642857142857,1183.6427638676,3.32142857142857,0.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.0749999992857,NA,NA,47.8267817271011,23.0681993383506,44.5614259035222,"Burn_Streams","Interior","ppt_gw",46.17133458,0,37.75805664,9.541852187,6.465070793,69,136.709353772,"135 SE",0.00274306218009229,1.55761032767148,0.2,2008,0.2,0.092608037,2008,0.2,0.092608037,0,0,96.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.27970646,-146.123,"ppt_gw",0.05,-0.855030421,-0.769742879,-0.706934907,-22.49866412,-2.496324437,18.4787944,38.33,-0.001853603,0.00087039,6.761586417,0.04020686,0.0002024,-0.001151712,0.221654647,0.225386214,0.04297151,0.190657225,0.001846551,0.229446064,1.165998945,0.317375506,0.157205799,0.190445386,0.211946104,0.241213866,1,11,11,0,0
"Salcha",NA,NA,NA,NA,2018,NA,13.9,195,260.6666667,30.62142857,7.3,3.0555,20.7,409.7,NA,0,56.49331932,23.97106118,293.9576355,628.8035995,0.010012014,64.46928611,-146.9291917,NA,NA,NA,1050,NA,NA,NA,NA,NA,NA,8.51255734539363,NA,"Burn_Streams","Interior","ppt_gw",5739.239937,0,54.05810547,15.10915643,8.711464884,70,263.586107495,"270 WE",0.276886351464094,0.417709441710974,16.96,2017,0.35,20.23399105,2004,4.3,240.6834604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.46970188,-146.931,"ppt_gw",0.08,-1.035043989,-0.831886485,-0.70704166,-45.98092496,-5.946776781,41.98671676,43.77,0.000116077,0.00095926,4.810672511,0.039133553,-0.002042343,-0.001302119,0.205075988,0.209159674,0.029169137,0.139458702,0.000850839,0.211183825,0.860938172,0.255854137,0.166027189,0.128971278,0.183638793,0.222604226,0.999901671,14,1,0,0
"SFkChena",NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,5.143429329,NA,17.121428575,153.80321225,NA,NA,NA,NA,NA,NA,0.3141269525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burn_Streams","Interior","ppt_gw",328.4813813,0,41.64373398,13.54633185,6.959076928,71,14.1215342216,"000 NO",0.992749813288136,0.389089371497266,92.73,2018,3.17,10.4061265,2017,22.27,73.16187172,0,0,34.9,0,0,0,0,0,0,0,0,0,0,8.32,0,0,7.94,0,0,0,0,0,0,7.94,64.75625982,-146.473,"ppt_gw",0.06,-1.035344463,-0.839367909,-0.714702881,-40.99830601,-5.006233073,40.99862291,33.08,-0.000754227,0.000785426,6.064487334,0.038794503,0.00033782,-0.000937366,0.220701239,0.224610642,0.031146964,0.138670917,0.000970133,0.226759948,1.008657084,0.282226196,0.168952898,0.1611368,0.200196936,0.235349744,1,1,0,0,0
"SFkKoyukuk",NA,NA,NA,NA,2018,NA,11.6,820,305.8333333,17.3,7.6,2.5995,5.802238461,457.4,NA,0.08387382,39.72652519,9.861835505,329.6204102,759.0219127,NA,67.01879023,-150.2905003,NA,NA,NA,820,NA,NA,NA,NA,NA,NA,17.6782273583815,NA,"Burn_Streams","Interior","ppt_gw",1785.272914,0,62.66843796,12.7041314,9.647055584,72,294.429786888,"315 NW",0.0701218388543987,0.950723767536584,20.01,2015,0.94,16.82845579,2005,17.05,287.0101174,0,0,30.6,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,0,6.75,67.01879023,-150.2905003,"ppt_gw",0.13,-1.050725969,-0.886532059,-0.808996022,-29.9726289,-5.961791131,21.95832471,45.93,0.001263332,0.000975773,5.186594545,0.042120903,0.002460428,-0.00124345,0.210945191,0.216108106,0.032866119,0.152081843,0.001080182,0.21859299,0.96878078,0.283206368,0.157228726,0.150425113,0.185551669,0.212871348,0.999998234,13,3,0,0
"Slate",NA,NA,NA,NA,2018,NA,10.9,192.8,113.4166667,10.09285714,4.2,1.7445,5.402530269,706.5,NA,0.078023338,18.09464523,6.634713945,374.3664848,528.8420442,NA,67.25713001,-150.1735839,NA,NA,NA,910,NA,NA,NA,NA,NA,NA,11.2373201291542,NA,"Burn_Streams","Interior","ppt_gw",187.1033822,0,46.85171509,12.91215231,8.515814514,73,226.985194287,"225 SW",0.796851725914202,0.0110719111566352,0,1940,0,0,1940,0,0,0,0,28.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.39,0,0,43.39,67.25500833,-150.1732833,"ppt_gw",0.1,-1.013042962,-0.862246711,-0.745257052,-29.00460899,-5.003394249,22.99077329,33.22,0.001215403,0.000992847,6.007808537,0.043982238,0.002725812,-0.001401918,0.240238202,0.240312341,0.035436797,0.14746141,0.001255767,0.24291107,1.055573716,0.30567043,0.170910779,0.167004402,0.202143316,0.235345555,1,78,78,0,0
"Smith",NA,NA,NA,"2019-07-10",2019,191,NA,NA,158.875,10.592678575,5.16317377936987,5.15580587430256,7.61785714285714,958.712314767501,0.928571428571429,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04625000357143,NA,NA,77.6420279646704,14.9985670645161,18.5896364396155,"Burn_Streams","Interior","ppt_gw",42.42594268,0.14659825,31.20541573,11.75264512,4.705233345,74,82.3673894853,"090 EA",0.753245674957775,0.000985647273427093,100.82,2004,100,42.42594267,2004,100,42.42594267,97.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.42,65.26957283,-146.33,"ppt_gw",0.11,-1.042577324,-0.848094806,-0.682708981,-38.49669662,5.506924333,41.4959924,40.69,-0.000565359,0.001604177,4.643527453,0.03906008,-0.000595288,-0.002086484,0.203118401,0.193480311,0.05223114,0.26995584,0.002728092,0.200406393,0.898381849,0.284178521,0.061510197,0.217789117,0.241206161,0.266624158,1,15,15,97.42,97.42
"Stiles",NA,NA,NA,"2019-07-01",2019,182,12.2,232.5,217.5833333,12.53014286,5.97504677554321,8.0604975962382,15.2047619047619,589.882094664925,0.607142857142857,0.1535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,17.3647927027705,13.7607288037946,"Burn_Streams","Interior","ppt_gw",51.57996867,0,37.90473938,13.57520395,6.850621699,76,174.033643039,"180 SO",0.0564146078976554,1.82280370439367,134.33,1958,97.44,50.26007046,1958,97.44,50.26007046,24.28,0,58.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,24.28,64.9413632,-146.266,"ppt_gw",0.05,-0.893300943,-0.778023067,-0.683817229,-43.02703149,-2.988345189,43.0039367,21.25,-0.002316985,0.00100174,8.165912615,0.059150298,-0.002929999,-0.002658091,0.295912569,0.281583194,0.047669407,0.169290667,0.002272372,0.285589683,1.656208342,0.354479205,0.19239857,0.286134415,0.319327447,0.366230728,1,61,61,24.28,24.28
"Stuart",NA,NA,NA,NA,2019,NA,NA,139.133728571429,369.263888888889,20.1119047619048,5.53959433884969,9.39121411276375,10.3680272108844,134.16684635651,1.52610476190476,0.282333333333333,115.724866666667,29.7074333333333,216.836504761905,422.926847619048,0.0250300360432519,NA,NA,NA,NA,NA,NA,NA,NA,8.21777278911564,NA,NA,44.9347893115243,18.3604632808492,31.0458879835598,"Burn_Streams","Interior","ppt_gw",124.9586498,0,39.85313797,13.65744347,6.616127134,77,89.7883765615,"090 EA",0.9975952357128,0.621114559733606,194.8,2019,2.53,2.681543382,2013,67.35,84.1616829,0,0,73.12,0,0,0,0,0,0,0,0,0,0,14.27,0,0,0,0,0,0,0,0,0,0,64.75127861,-146.48,"ppt_gw",0.08,-1.019587574,-0.815941264,-0.683758017,-41.00642331,-4.983449198,38.98482841,28.71,-0.000602521,0.001156156,6.118099615,0.060994717,0.000526351,-0.0002348,0.223616089,0.226596282,0.045269708,0.199781337,0.002049346,0.231074061,1.585862639,0.29492507,0.133806172,0.241219503,0.274414997,0.311527335,1,6,0,0,0
"Tatalina",NA,NA,NA,NA,2018,NA,9.9,225.9,1359.166667,32.28571429,6,2.9504,4.3,416.7,NA,0.370436223,109.8330821,9.009281955,433.6018924,512.2119578,1.330346416,65.32961944,-148.3068278,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,42.0980826006064,NA,"Burn_Streams","Interior","ppt_gw",223.5283982,0.002788999,41.90652466,7.20426343,4.635987634,78,251.684658714,"270 WE",0.600499014476637,0.0401505111420054,60.71,2018,0.1,0.234319539,1957,28.43,63.54522419,0,0,47.12,0,0,0,18.96,0,0,0,0,0,0,0,8.52,0,0,0,0,0,0,0,0,0,65.3285885,-148.311,"ppt_gw",0.13,-0.958003941,-0.824581782,-0.753455996,-18.49122694,-3.506515958,15.49960874,47.14,-0.000395998,0.000628371,6.107389759,0.033499682,-0.002328687,0.001367186,0.221687343,0.226199621,0.024665143,0.109041487,0.000608369,0.227540409,0.870991737,0.278314951,0.184567309,0.194344842,0.211910185,0.231441009,1,61,0,0,0
"Tenderfoot",NA,NA,NA,"2019-07-08",2019,189,NA,NA,1310,76.69985714,47.4741206667983,20.362669754711,37.5821428571429,1036.28569806393,3.89285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.22485714,NA,NA,37.1896469244276,17.0795624509295,31.585292344786,"Burn_Streams","Interior","ppt_gw",18.53891422,0.23163107,30.95885658,9.743382291,5.09778206,79,209.084696111,"225 SW",0.999951594974004,0.54462539271731,0,1940,0,0,1940,0,0,0,0,85.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.26656221,-146.206,"ppt_gw",0.02,-0.896546708,-0.7835913,-0.716241345,-28.49893589,-3.480612619,26.49926523,25.43,-0.001934994,0.001445955,8.133803439,0.083794091,0.000607632,-0.00247735,0.290997632,0.271126781,0.068310137,0.251949056,0.004666275,0.279599725,2.430028625,0.377991777,0.157230827,0.233416358,0.292001464,0.33887369,1,79,79,0,0
"Tolovana",NA,NA,NA,NA,2018,NA,14.1,218.3,1046.666667,24.55714286,13.3,2.5279,1.235714286,330,NA,0.354673626,116.8094728,13.31664527,479.2340393,435.2793908,0.713356027,65.47018611,-148.2666944,NA,NA,NA,1920,NA,NA,NA,NA,NA,NA,42.6216792795088,NA,"Burn_Streams","Interior","ppt_gw",362.5525281,0,41.17634583,7.15902214,4.636068523,80,227.819777915,"225 SW",0.997474088361801,0.44591196992978,107.69,2011,7.01,25.40574473,2005,36.39,131.9245107,0,0,7.32,0,0,0,16.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.47025263,-148.271,"ppt_gw",0.26,-0.926882854,-0.815861377,-0.744883684,-19.50345062,-3.507913214,19.49993939,53.02,-0.000980648,0.000740827,5.820341115,0.035002453,-0.003830992,0.000703138,0.20995276,0.215568189,0.029845032,0.13844822,0.000890726,0.217624379,0.910063779,0.280268114,0.165044496,0.174814018,0.196295299,0.217759574,1,13,7,0,0
"Unknown_Mp_76",NA,NA,NA,"2019-07-03",2019,184,7.2,137.7,74.02916667,17.84642857,4.0560742391335,2.47131276976524,17.65,185.494804973599,0.192857142857143,0.0535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00357142714285885,NA,NA,20728.1749588601,4.14812220717616,4.14895249551641,"Burn_Streams","Interior","ppt_gw",2.832164586,0.941439986,31.51003456,14.74812863,4.700479322,82,193.156749983,"180 SO",0.0105784921434466,1.63867554740819,95.27,2004,95.09,2.693217463,2004,95.09,2.693217463,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,65.35092753,-146.202,"ppt_gw",0.03,-0.850092757,-0.704758258,-0.627275311,-38.81904297,5.052379679,43.07119026,32.2,-0.000295349,0.001838467,5.331708128,0.051833616,-0.000465767,-0.003958651,0.221633261,0.213268325,0.063615788,0.298289902,0.004046968,0.222554144,1.244006772,0.33495899,0.049819795,0.251088668,0.278294998,0.307659669,1,15,15,100,100
"US_Creek",NA,NA,NA,"2019-07-03",2019,184,6.4,130,161.6666667,14.3,9.29822582009985,3.44773134014107,10.1285714285714,151.941747572816,0.607142857142857,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56428571428574,NA,NA,45.3573814388774,11.3053613076923,15.0587713493014,"Burn_Streams","Interior","ppt_gw",13.08908803,0.165191412,30.71328926,12.85671755,5.163748868,0,0,NA,0,0,100,2004,100,13.08908803,2004,100,13.08908803,89.2,0,0,0,0,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,89.2,89.2
"Vault",NA,NA,NA,NA,2019,NA,NA,498.83729,2721.43518518519,79.95,26.1713972147504,4.4460820437239,18.3181818181818,1332.99864832681,1.36560606060606,0.819722222222222,295.52606969697,37.0500636363636,2035.52451818182,1686.0745969697,0.227545782211381,NA,NA,NA,NA,NA,NA,NA,NA,60.2662121212121,NA,NA,45.1568978603073,34.0392143237672,138.257697245251,"Burn_Streams","Interior","ppt_gw",35.21501723,0.03353354,32.16846466,9.408608243,4.798148946,97,16.7865587197,"000 NO",0.101073413215086,1.90601784503099,0,1940,0,0,1940,0,0,80.32,0,10.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.32,0,0,"ppt_gw",0.09,-0.963375398,-0.845977652,-0.756247227,-30.53264057,-7.492508928,31.53289493,40.67,0.000341206,0.000654036,6.247095281,0.035990562,0.001813275,-0.001374694,0.223618177,0.215417079,0.028576585,0.132657007,0.000816621,0.217304254,1.00773574,0.272422637,0.151368079,0.207998922,0.229493954,0.256832419,1,79,79,80.32,80.32
"Wafer_Creek",NA,NA,NA,"2019-07-02",2019,183,8.9,426,1083.75,42.514285715,5.74281443037261,6.61122223391936,12.975,995.287571680009,4.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6821428578571,NA,NA,43.9082621894398,25.4914314511846,60.7750851191668,"Burn_Streams","Interior","ppt_gw",6.144630615,0.092504829,24.67330551,8.513710565,4.478741635,86,207.037642788,"225 SW",0.27697721618976,0.41754437178286,32.48,2019,32.48,1.996063159,2019,32.48,1.996063159,0,0,46.99,0,0,0,18.84,0,0,0,0,0,0,0,0,0,0,28.68,0,0,0,0,0,0,65.47269121,-148.358,"ppt_gw",0.09,-0.906591085,-0.767564208,-0.712326961,-25.47670228,-7.505667167,25.52011952,31.5,-0.001020768,0.000833802,6.767444473,0.046466042,-0.004868245,0.001385657,0.229476045,0.233360154,0.037241287,0.159587171,0.001386913,0.236313087,1.301049169,0.313397415,0.159657442,0.172348203,0.193809612,0.209466695,1,0,0,0,0
"Washington",NA,NA,NA,NA,2018,NA,8.9,261.4,590.8333333,19.69285714,5.1,3.6708,6.2,218.1,NA,0.232159426,72.01252093,15.17560478,570.2248114,650.9850513,0.749649579,65.15086111,-147.8565556,NA,NA,NA,1120,NA,NA,NA,NA,NA,NA,30.0024180899532,NA,"Burn_Streams","Interior","ppt_gw",121.1759294,0,31.06692505,7.767930656,4.13930366,87,220.355896414,"225 SW",0.642756119106085,0.0193745097213589,26.74,2016,0.13,0.154496853,1975,13.25,16.05235368,19.78,0,58.82,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.78,65.14955202,-147.861,"ppt_gw",0.11,-0.934671967,-0.808099408,-0.745441781,-22.51492169,-2.51337605,23.49009549,50.39,-0.001062017,0.000427584,6.152271451,0.018589497,-0.001736377,-0.000863123,0.217769579,0.21972398,0.01958983,0.08915654,0.000383761,0.220595533,0.501916406,0.25682159,0.180666171,0.182619186,0.211902019,0.239245513,1,43,2,19.78,19.78
"West_Fork_Chena",NA,NA,NA,"2019-07-01",2019,182,8.1,137.5,202.4166667,24.00645,4.67238315516317,3.40562164438362,21.5178571428571,377.756202804747,0.192857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29573571428576,NA,NA,88.1707181886898,8.43176174319818,9.32335362329332,"Burn_Streams","Interior","ppt_gw",402.8209696,0.011932998,45.20520401,16.4429227,7.161905389,88,179.811375308,"180 SO",0.223598468082694,1.99510187297858,53.36,2015,0.23,0.936558937,2004,34.38,79.43814968,93.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.55,65.05584568,-146.183,"ppt_gw",0.07,-1.090231503,-0.85525345,-0.691491334,-54.98607894,-2.999356627,51.00093396,43.28,-0.000269591,0.000924717,5.446295844,0.037108325,-0.000468297,-0.002237822,0.206549712,0.209472917,0.034036364,0.162485748,0.001158474,0.212220115,0.927708117,0.279295176,0.153332751,0.224637686,0.259754204,0.298816275,1,15,4,93.55,93.55
"West_Fork_Tolovana",NA,NA,NA,"2019-07-02",2019,183,14.6,262.8,751.66666665,19.39642857,282.395001833413,7.06916517528161,0.0593717142857143,221.665815022994,0.821428571428571,0.17475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5156282842857,NA,NA,40.5963359767782,38.7528386443567,853.390579954723,"Burn_Streams","Interior","ppt_gw",752.596966,0,45.27081299,8.784217432,6.836258574,89,156.168559437,"135 SE",0.0623772786257713,0.981855492854006,55.06,2019,3.97,29.86562427,1981,15.65,117.7543903,0,0,0,0,0,0,33.37,0,0,0,0,0,0,0,0,0,0,0,0,7.84,0,0,0,0,65.46630952,-148.668,"ppt_gw",0.24,-0.902025347,-0.800551501,-0.7380974,-20.99406808,-2.999759306,20.99476239,49,-0.000262985,0.000806492,5.791870469,0.036703067,-0.001223117,0.000128424,0.232413966,0.231674819,0.027955495,0.120666953,0.00078151,0.233355376,0.880873613,0.287095591,0.173803524,0.189482083,0.220683422,0.251932522,1,38,0,0,0
"WFkDall",NA,NA,NA,NA,2018,NA,9.1,92.7,1165.833333,30.65,10.8,2.6169,0.035,161.4,NA,0.791270028,51.48397427,5.540052123,172.0930905,385.7458041,NA,66.29935316,-150.3857832,NA,NA,NA,1860,NA,NA,NA,NA,NA,NA,38.0369766068516,NA,"Burn_Streams","Interior","ppt_gw",39.63331121,0,31.98947525,4.336945427,2.460836377,90,97.9354661108,"090 EA",0.309339863537233,1.99544489084822,30.13,2004,30.13,11.94305097,2004,30.13,11.94305097,0,98.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.73,66.26827643,-150.347,"ppt_gw",0.44,-0.900059521,-0.824967343,-0.7828854,-11.48389025,-3.508768473,10.50343818,54.94,-0.000107754,0.000959237,5.661953372,0.041860981,-0.001442663,-4.4e-05,0.235350088,0.235914724,0.031153389,0.1320536,0.000970534,0.237962792,0.96280256,0.290032727,0.176752432,0.19238635,0.213847007,0.252921344,1,14,14,0,0
"Willow",NA,NA,NA,"2019-07-03",2019,184,9.8,227.9,151.5,14.410714285,2.70922065833639,2.59764185703758,9.54285714285714,363.668313177766,0.535714285714286,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33214285642857,NA,NA,34.9711459249746,10.5130111529374,15.0318922749823,"Burn_Streams","Interior","ppt_gw",8.293741003,1.038536549,29.98233223,13.39961836,4.368390205,91,202.558564509,"225 SW",0.98694337426661,0.343824575700402,13.91,1996,13.91,1.153610261,1996,13.91,1.153610261,94.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.88,65.40953755,-145.685,"ppt_gw",0.03,-0.946300404,-0.790826849,-0.67339664,-40.92005956,3.079165993,43.002149,47.83,-0.000255194,0.000795281,6.389609816,0.038649524,0.000357295,-0.003249552,0.233428737,0.236652215,0.031035447,0.131143699,0.000963199,0.238678591,1.004887627,0.303677405,0.186998106,0.233411276,0.260729783,0.286111461,1,23,23,94.88,94.88
"Wolverine",NA,NA,NA,"2019-07-15",2019,196,NA,NA,220.29166665,54.185914285,17.0324091050123,4.12938204021476,53.5607142857143,484.045875205814,0.571428571428572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0537714278571357,NA,NA,4096.81638425687,4.06547844687715,4.06951683459787,"Burn_Streams","Interior","ppt_gw",21.05233854,0.454341322,40.01792145,19.40463799,6.890780157,92,77.2847626022,"090 EA",0.993543927350725,0.679900044618002,93.4,2004,92.16,19.40210268,2004,92.16,19.40210268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.94,96.94,64.429546,-144.985264,"ppt_gw",0.02,-1.144492391,-0.84746364,-0.652333313,-58.95099004,4.998692666,63.03629563,33.67,-0.000412183,0.001351427,5.394638306,0.051836145,-0.00206242,-0.001860885,0.186548102,0.192665654,0.055762853,0.289428093,0.003109496,0.200573054,1.399575905,0.309622099,0.075187503,0.272470865,0.309622099,0.336892772,1,15,15,96.94,96.94
